id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,label
281,4.1543,-4.8766,5.1234,6.0925,9.3559,8.2409,6.2628,8.1337,9.9664,6.2628,9.2731,10.175,10.805,11.144,11.407,11.251,12.795,13.082,14.392,14.991,14.785,14.418,16.6,17.389,18.177,18.068,19.501,19.042,19.273,17.736,20.805,22.487,21.314,21.945,21.523,22.191,21.607,22.271,21.886,22.487,21.32,21.909,20.413,21.257,19.509,19.356,19.273,19.38,20.282,18.935,17.628,17.232,17.232,16.263,14.418,11.407,14.617,13.727,15.768,15.635,18.241,21.366,22.547,23.051,23.757,23.842,23.845,24.461,24.113,22.865,23.452,22.479,20.989,21.106,20.419,20.016,20.315,20.716,20.716,19.273,20.835,22.03,21.423,22.052,20.995,21.954,22.788,21.241,20.764,19.785,13.216,13.293,13.835,13.591,13.248,13.493,13.484,13.296,12.961,12.932,13.404,13.284,13.197,12.976,13.594,13.484,13.475,13.57,13.437,13.538,13.496,13.494,13.656,13.703,13.608,13.514,13.315,13.091,12.909,13.216,12.342,12.138,11.954,11.772,11.751,11.539,11.536,11.437,11.495,11.421,11.477,11.493,11.593,11.456,11.86,11.89,11.792,11.987,11.994,12.289,12.076,11.888,12.013,11.923,12.491,12.474,12.307,12.576,12.096,12.342,13.064,12.912,12.487,12.324,12.063,11.952,11.929,11.803,11.827,11.803,11.746,11.804,11.841,11.897,12.381,12.53,12.706,12.734,12.901,13.065,13.067,13.09,13.285,13.272,13.329,13.221,13.081,12.896,12.846,13.064,0
282,1.1146,-0.92655,2.0837,4.3882,7.1352,7.7658,4.6365,6.0631,6.0631,9.937,9.0734,9.0734,10.146,10.776,11.626,12.615,13.786,14.363,14.388,14.464,14.636,15.625,16.063,16.571,18.158,17.766,19.696,18.212,18.905,17.707,20.857,22.517,21.368,21.856,21.983,21.631,21.703,21.856,23.306,21.996,21.915,21.169,19.814,20.383,20.717,19.987,20.105,19.176,19.755,19.44,17.95,17.754,16.571,15.958,10.717,13.053,15.094,16.316,17.847,14.661,17.475,20.441,21.459,22.564,23.476,23.916,23.697,24.35,25.302,24.029,23.582,22.242,21.494,22.018,20.966,20.717,21.538,20.213,20.233,21.222,20.811,21.731,20.96,21.115,21.158,21.631,21.393,21.454,20.152,19.581,13.305,14.516,13.978,13.864,13.723,13.663,13.933,13.394,14,13.552,13.708,13.671,13.776,13.715,14.307,14.023,14.029,13.909,13.837,13.876,14.15,13.999,13.858,13.839,13.925,13.865,13.713,13.343,13.127,13.305,13.227,12.935,12.585,12.504,12.25,12.153,12.318,12.326,12.245,12.237,12.233,12.167,12.332,12.313,12.776,12.861,12.692,12.847,12.759,12.675,13.213,12.881,12.725,12.973,13.459,13.458,13.314,13.251,13.037,13.227,13.843,13.652,13.228,13.027,12.734,12.551,12.839,12.701,12.573,12.443,12.535,12.507,12.665,12.716,13.312,13.298,13.337,13.61,13.741,13.776,14.012,14.018,14.05,14.011,14.045,14.055,13.976,13.862,13.623,13.843,0
283,3.2475,3.2475,6.0875,2.1081,6.2578,6.0875,7.7901,7.4229,8.1287,6.7321,6.7321,9.3509,11.602,11.246,12.278,10.433,12.361,13.077,12.79,13.722,14.257,15.031,15.946,16.732,17.119,18.236,19.175,19.268,18.773,17.623,21.188,21.77,21.478,21.655,22.79,22.215,21.976,22.871,22.266,21.402,22.386,21.67,21.15,20.759,19.961,18.93,20.596,19.351,19.175,18.659,18.562,17.423,15.706,15.63,13.077,11.976,14.387,15.226,15.118,14.149,18.592,20.681,21.976,22.918,23.692,23.84,23.671,24.28,24.366,23.443,23.264,22.635,21.361,21.573,21.246,20.711,20.99,20.408,20.705,20.565,20.711,21.392,21.106,21.844,20.83,21.483,22.426,21.361,20.984,20.074,13.716,14.202,13.852,13.484,13.314,13.354,13.473,13.159,13.178,13.191,13.311,13.281,13.325,13.305,13.878,13.631,13.76,13.757,13.871,13.852,13.976,13.961,14.057,14.094,14.129,13.992,13.879,13.627,13.466,13.716,12.327,12.175,11.844,11.686,11.506,11.356,11.541,11.389,11.388,11.417,11.411,11.409,11.504,11.358,11.822,11.81,11.805,11.943,11.883,12.018,12.015,11.963,11.886,11.854,12.154,12.319,12.325,12.482,12.028,12.327,13.066,12.862,12.466,12.24,12.002,11.849,11.938,11.869,11.745,11.715,11.731,11.689,11.825,11.929,12.336,12.449,12.607,12.757,12.832,12.992,13.063,13.125,13.175,13.223,13.203,13.107,13.088,12.947,12.746,13.066,0
284,-0.89469,3.255,4.4201,2.1156,4.4201,6.7396,6.7396,8.1362,7.7976,8.2434,9.0176,9.1053,10.245,10.749,9.3584,11.61,12.286,14.994,14.42,14.787,15.169,15.714,15.99,17.981,17.392,18.946,20.102,18.638,18.973,17.798,21.157,21.322,22.159,22.549,22.323,22.155,21.852,22.159,22.05,21.526,21.301,21.2,21.259,20.719,19.787,19.276,19.75,19.511,19.358,18.399,18.648,17.234,16.74,15.126,13.729,14.264,15.936,14.787,15.038,15.5,18.937,20.318,22.584,23.454,23.508,23.53,23.914,24.008,23.729,23.406,23.025,22.518,21.852,21.41,20.231,19.75,20.245,20.441,20.808,20.318,21.152,21.445,21.663,21.777,21.384,21.369,22.704,20.719,21.777,20.102,14.562,14.047,14.636,14.073,14.438,14.424,13.784,14.014,13.861,13.953,13.988,14.134,14.156,13.999,14.85,14.491,14.667,14.592,14.589,14.815,14.762,14.676,14.864,14.843,14.974,14.868,14.673,14.45,14.356,14.562,13.003,12.823,12.52,12.335,12.174,12.05,12.027,12.01,11.997,12.038,12.066,11.972,11.941,12.061,12.357,12.373,12.429,12.437,12.499,12.455,12.432,12.391,12.545,12.619,12.552,12.761,12.926,12.837,12.696,13.003,13.777,13.579,13.248,12.955,12.761,12.629,12.609,12.532,12.466,12.494,12.431,12.433,12.554,12.689,13.146,13.132,13.34,13.431,13.58,13.728,13.789,13.769,13.963,13.936,13.913,13.875,13.79,13.668,13.497,13.777,0
285,-7.9106,1.6318,3.2288,-0.92091,5.0997,5.0997,6.7134,8.9914,9.2494,6.0688,9.0791,9.9427,7.7714,10.663,10.219,13.703,14.131,15.353,14.666,14.47,13.703,15.533,14.761,16.069,17.664,18.573,18.92,19.079,18.28,18.726,19.724,21.384,21.358,21.554,22.076,22.334,21.519,22.57,23.466,22.888,22.133,21.358,20.88,20.949,21.033,20.258,20.376,19.842,18.875,19.266,18.217,17.806,15.763,14.594,14.368,13.058,12.734,14.967,14.238,14.131,17.664,20.219,21.632,22.395,22.779,24.114,23.479,24.166,24.815,24.673,23.748,22.432,21.088,21.825,21.554,20.389,21.131,20.389,20.472,20.74,20.446,21.637,21.291,20.782,21.622,21.622,21.384,21.164,20.693,20.37,15.717,15.138,15.147,15.087,14.507,14.856,15.003,14.805,14.813,14.574,14.78,14.935,15.216,15.257,15.588,15.611,15.554,15.575,15.555,15.557,15.857,15.779,15.841,15.929,15.955,15.925,15.843,15.609,15.407,15.717,13.826,13.577,13.185,12.982,12.798,12.674,12.946,12.915,12.822,12.738,12.789,12.756,12.812,12.875,13.28,13.236,13.141,13.307,13.271,13.236,13.331,13.336,13.267,13.327,13.558,13.698,13.707,13.736,13.547,13.826,14.578,14.358,13.889,13.604,13.366,13.201,13.475,13.383,13.254,13.126,13.206,13.188,13.342,13.435,13.933,14.004,14.073,14.242,14.28,14.406,14.626,14.751,14.639,14.657,14.737,14.744,14.629,14.545,14.217,14.578,0
286,-7.9106,1.6318,3.2288,-0.92091,5.0997,5.0997,6.7134,8.9914,9.2494,6.0688,9.0791,9.9427,7.7714,10.663,10.219,13.703,14.131,15.353,14.666,14.47,13.703,15.533,14.761,16.069,17.664,18.573,18.92,19.079,18.28,18.726,19.724,21.384,21.358,21.554,22.076,22.334,21.519,22.57,23.466,22.888,22.133,21.358,20.88,20.949,21.033,20.258,20.376,19.842,18.875,19.266,18.217,17.806,15.763,14.594,14.368,13.058,12.734,14.967,14.238,14.131,17.664,20.219,21.632,22.395,22.779,24.114,23.479,24.166,24.815,24.673,23.748,22.432,21.088,21.825,21.554,20.389,21.131,20.389,20.472,20.74,20.446,21.637,21.291,20.782,21.622,21.622,21.384,21.164,20.693,20.37,15.717,15.138,15.147,15.087,14.507,14.856,15.003,14.805,14.813,14.574,14.78,14.935,15.216,15.257,15.588,15.611,15.554,15.575,15.555,15.557,15.857,15.779,15.841,15.929,15.955,15.925,15.843,15.609,15.407,15.717,13.826,13.577,13.185,12.982,12.798,12.674,12.946,12.915,12.822,12.738,12.789,12.756,12.812,12.875,13.28,13.236,13.141,13.307,13.271,13.236,13.331,13.336,13.267,13.327,13.558,13.698,13.707,13.736,13.547,13.826,14.578,14.358,13.889,13.604,13.366,13.201,13.475,13.383,13.254,13.126,13.206,13.188,13.342,13.435,13.933,14.004,14.073,14.242,14.28,14.406,14.626,14.751,14.639,14.657,14.737,14.744,14.629,14.545,14.217,14.578,0
287,-8.0762,-1.0865,3.965,4.9341,5.9032,6.0735,6.9753,7.4868,4.9341,7.9444,7.2386,10.616,7.4868,12.177,10.955,11.792,12.568,12.606,13.771,14.477,14.228,15.798,16.156,17.879,17.083,17.944,19.588,18.378,19.092,17.511,20.783,21.192,22.298,22.177,22.132,22.451,21.765,22.23,22.177,21.696,21.543,21.192,21.485,20.509,20.497,19.654,19.28,19.288,18.167,19.158,18.957,17.79,15.798,14.868,12.893,13.883,15.616,14.779,15.903,13.537,18.913,20.204,22.557,22.676,23.316,23.626,23.585,23.968,23.899,22.809,22.955,22.33,21.192,20.867,20.412,19.475,20.281,20.281,20.325,20.645,20.616,20.8,21.192,21.756,21.329,21.49,22.542,20.966,20.955,19.32,13.462,13.867,13.628,13.389,13.151,13.289,13.175,13.258,13.019,13.102,13.262,12.97,12.888,13.249,13.517,13.504,13.6,13.5,13.631,13.791,13.629,13.726,13.904,13.873,13.995,13.826,13.624,13.396,13.149,13.462,12.131,11.969,11.64,11.53,11.382,11.352,11.203,11.187,11.205,11.192,11.184,11.207,11.176,11.206,11.633,11.584,11.637,11.673,11.774,11.772,11.513,11.441,11.752,11.696,11.91,12.051,12.103,12.006,11.905,12.131,12.814,12.668,12.347,12.119,11.926,11.786,11.716,11.63,11.597,11.652,11.574,11.616,11.647,11.732,12.185,12.335,12.442,12.542,12.735,12.884,12.906,12.878,13.097,13.069,13.153,13.083,12.923,12.748,12.569,12.814,0
288,-4.8967,2.093,1.1239,5.1033,6.2428,8.1136,6.0724,7.775,8.2209,8.1136,7.4078,10.222,8.995,10.666,13.062,11.635,13.46,13.232,13.796,13.707,14.473,15.478,16.325,17.571,17.145,18.577,19.946,18.914,18.577,17.104,21.231,21.712,21.81,22.093,22.601,21.702,21.806,22.251,21.961,22.2,21.992,21.81,21.058,20.726,19.59,20.155,19.126,19.614,19.021,18.995,18.221,17.775,16.518,15.038,13.428,13.707,14.67,15.634,16.806,15.691,18.221,21.124,21.889,22.624,23.47,23.561,23.891,24.038,24.06,23.338,22.974,22.738,21.587,21.387,20.696,19.765,20.815,21.042,21.036,20.262,20.726,21.341,21.387,22.527,21.64,21.988,22.681,21.299,20.93,20.052,14.351,14.16,14.613,14.281,13.893,13.758,13.709,13.864,13.941,13.64,13.848,13.705,13.57,13.701,14.296,14.427,14.444,14.351,14.523,14.548,14.468,14.46,14.698,14.669,14.682,14.586,14.392,14.331,14.005,14.351,12.845,12.633,12.392,12.193,12.04,11.933,11.95,11.914,11.864,11.886,11.911,11.906,11.869,11.911,12.296,12.285,12.392,12.366,12.469,12.315,12.212,12.165,12.446,12.596,12.43,12.766,12.743,12.631,12.54,12.845,13.607,13.376,13.015,12.822,12.68,12.496,12.431,12.381,12.276,12.303,12.339,12.315,12.41,12.478,12.956,13.012,13.191,13.22,13.456,13.626,13.538,13.659,13.797,13.774,13.845,13.781,13.6,13.45,13.341,13.607,0
289,-4.8967,2.093,1.1239,5.1033,6.2428,8.1136,6.0724,7.775,8.2209,8.1136,7.4078,10.222,8.995,10.666,13.062,11.635,13.46,13.232,13.796,13.707,14.473,15.478,16.325,17.571,17.145,18.577,19.946,18.914,18.577,17.104,21.231,21.712,21.81,22.093,22.601,21.702,21.806,22.251,21.961,22.2,21.992,21.81,21.058,20.726,19.59,20.155,19.126,19.614,19.021,18.995,18.221,17.775,16.518,15.038,13.428,13.707,14.67,15.634,16.806,15.691,18.221,21.124,21.889,22.624,23.47,23.561,23.891,24.038,24.06,23.338,22.974,22.738,21.587,21.387,20.696,19.765,20.815,21.042,21.036,20.262,20.726,21.341,21.387,22.527,21.64,21.988,22.681,21.299,20.93,20.052,14.351,14.16,14.613,14.281,13.893,13.758,13.709,13.864,13.941,13.64,13.848,13.705,13.57,13.701,14.296,14.427,14.444,14.351,14.523,14.548,14.468,14.46,14.698,14.669,14.682,14.586,14.392,14.331,14.005,14.351,12.845,12.633,12.392,12.193,12.04,11.933,11.95,11.914,11.864,11.886,11.911,11.906,11.869,11.911,12.296,12.285,12.392,12.366,12.469,12.315,12.212,12.165,12.446,12.596,12.43,12.766,12.743,12.631,12.54,12.845,13.607,13.376,13.015,12.822,12.68,12.496,12.431,12.381,12.276,12.303,12.339,12.315,12.41,12.478,12.956,13.012,13.191,13.22,13.456,13.626,13.538,13.659,13.797,13.774,13.845,13.781,13.6,13.45,13.341,13.607,0
290,2.1022,-4.8875,3.2416,7.7842,5.1125,4.6549,6.2519,8.23,6.2519,8.6343,9.0919,8.1228,9.9555,10.231,11.133,11.645,13.242,12.93,13.716,14.483,14.958,15.546,15.776,17.154,17.417,18.035,19.369,19.092,18.805,17.208,20.876,21.997,22.444,22.468,22.552,21.649,22.158,21.645,22.158,21.396,21.997,21.97,20.271,21.133,20.251,20.304,19.92,20.164,20.535,17.991,17.991,17.819,15.994,16.082,10.231,12.014,14.483,15.156,15.757,16.335,19.092,21.144,21.898,22.998,23.399,23.389,23.834,24.192,24.154,23.245,23.242,22.69,21.396,21.371,20.389,19.955,20.535,20.706,21.051,20.089,21.133,21.371,21.144,22.243,21.23,21.24,22.633,21.472,21.355,19.653,14.157,14.603,13.745,14.232,13.869,13.53,13.851,13.668,13.705,13.705,14.009,13.812,13.705,13.614,14.185,14.309,14.236,14.236,14.302,14.332,14.352,14.39,14.624,14.518,14.54,14.445,14.262,14.088,13.835,14.157,12.85,12.584,12.341,12.149,11.976,11.887,11.95,11.936,11.921,11.848,11.868,11.87,11.864,11.841,12.242,12.234,12.328,12.336,12.377,12.448,12.404,12.416,12.375,12.382,12.73,12.862,12.717,12.778,12.48,12.85,13.513,13.336,12.932,12.764,12.487,12.362,12.37,12.311,12.238,12.221,12.239,12.158,12.297,12.38,12.78,12.972,13.043,13.189,13.327,13.478,13.611,13.595,13.667,13.677,13.675,13.666,13.542,13.367,13.216,13.513,0
291,2.1107,3.2501,2.1107,1.1415,6.0901,6.2604,6.0901,7.6737,8.2385,9.3534,8.6428,10.744,9.2707,11.405,12.641,10.24,14.07,12.974,14.259,15.228,14.415,15.803,16.26,16.598,17.828,18.748,18.968,18.941,18.813,17.387,19.22,21.317,20.947,21.481,22.481,22.733,21.696,22.049,23.024,22.218,22.281,21.312,20.493,20.549,20.014,20.468,20.696,19.475,18.719,18.633,18.565,17.999,16.09,13.08,15.033,12.364,14.989,14.782,15.055,14.663,17.734,20.714,21.486,22.56,22.618,23.909,23.2,23.909,25.132,24.322,23.709,22.477,20.832,21.677,21.059,21.481,20.947,21.009,20.24,20.635,20.493,21.359,21.142,21.658,21.379,21.938,22.218,21.605,20.599,20.568,13.506,13.457,13.012,13.409,12.84,12.97,12.989,12.922,12.886,12.793,12.824,12.862,13.098,13.151,13.511,13.395,13.308,13.578,13.633,13.607,13.674,13.77,13.776,13.814,13.777,13.782,13.601,13.369,13.117,13.506,12.064,11.841,11.479,11.389,11.179,11.097,11.198,11.194,11.104,11.088,11.062,11.095,11.167,11.087,11.476,11.636,11.481,11.613,11.533,11.697,11.663,11.697,11.703,11.662,11.944,12.182,12.23,11.979,11.854,12.064,12.75,12.53,12.183,11.954,11.72,11.556,11.632,11.567,11.53,11.461,11.437,11.519,11.569,11.659,12.111,12.25,12.305,12.51,12.543,12.661,12.812,12.898,12.903,12.942,12.987,12.919,12.814,12.693,12.495,12.75,0
292,2.1107,3.2501,2.1107,1.1415,6.0901,6.2604,6.0901,7.6737,8.2385,9.3534,8.6428,10.744,9.2707,11.405,12.641,10.24,14.07,12.974,14.259,15.228,14.415,15.803,16.26,16.598,17.828,18.748,18.968,18.941,18.813,17.387,19.22,21.317,20.947,21.481,22.481,22.733,21.696,22.049,23.024,22.218,22.281,21.312,20.493,20.549,20.014,20.468,20.696,19.475,18.719,18.633,18.565,17.999,16.09,13.08,15.033,12.364,14.989,14.782,15.055,14.663,17.734,20.714,21.486,22.56,22.618,23.909,23.2,23.909,25.132,24.322,23.709,22.477,20.832,21.677,21.059,21.481,20.947,21.009,20.24,20.635,20.493,21.359,21.142,21.658,21.379,21.938,22.218,21.605,20.599,20.568,13.506,13.457,13.012,13.409,12.84,12.97,12.989,12.922,12.886,12.793,12.824,12.862,13.098,13.151,13.511,13.395,13.308,13.578,13.633,13.607,13.674,13.77,13.776,13.814,13.777,13.782,13.601,13.369,13.117,13.506,12.064,11.841,11.479,11.389,11.179,11.097,11.198,11.194,11.104,11.088,11.062,11.095,11.167,11.087,11.476,11.636,11.481,11.613,11.533,11.697,11.663,11.697,11.703,11.662,11.944,12.182,12.23,11.979,11.854,12.064,12.75,12.53,12.183,11.954,11.72,11.556,11.632,11.567,11.53,11.461,11.437,11.519,11.569,11.659,12.111,12.25,12.305,12.51,12.543,12.661,12.812,12.898,12.903,12.942,12.987,12.919,12.814,12.693,12.495,12.75,0
293,-1.8725,4.6596,1.6493,6.0863,6.0863,6.2567,8.639,7.1584,7.6699,7.1584,7.7889,9.7412,11.138,11.245,10.74,10.236,12.638,14.411,13.839,13.954,14.985,15.629,16.776,18.35,17.87,18.502,20.704,18.772,19.719,17.621,20.921,21.477,22.315,22.18,21.82,21.782,21.768,22.413,21.88,21.245,21.416,21.654,20.921,20.787,20.432,19.174,19.439,19.174,19.463,18.095,17.422,17.694,16.339,16.731,11.401,12.752,14.962,12.971,17.118,15.799,19.2,20.799,22.227,23.076,23.446,23.484,23.706,24.183,23.905,23.319,23.114,22.752,21.939,21.355,19.96,19.604,19.96,20.169,20.828,20.309,21.517,21.401,21.64,22.509,21.391,21.824,22.917,21.122,21.649,19.96,14.525,14.68,14.835,15.131,14.501,14.316,14.346,14.037,14.192,14.347,14.336,14.276,14.347,14.069,14.761,14.614,14.711,14.722,14.779,14.863,14.844,14.774,14.904,14.907,14.889,14.757,14.567,14.394,14.186,14.525,13.464,13.225,12.952,12.777,12.693,12.556,12.505,12.459,12.452,12.548,12.505,12.463,12.451,12.412,12.788,12.839,13.003,12.932,13,13.108,12.925,12.947,12.985,13.046,13.111,13.461,13.384,13.264,13.101,13.464,14.162,13.959,13.63,13.379,13.185,13.122,12.995,12.93,12.883,12.9,12.93,12.939,12.983,13.022,13.515,13.54,13.706,13.892,14.02,14.169,14.133,14.209,14.355,14.283,14.375,14.308,14.085,13.998,13.835,14.162,0
294,-0.85306,3.2967,1.6997,4.71,4.71,7.8393,9.1469,9.0592,10.011,9.1469,8.2851,10.286,10.731,11.295,10.79,12.802,13.493,14.004,13.126,14.71,15.275,16.049,16.137,17.014,18.023,18.046,19.489,18.641,18.431,17.263,20.219,21.527,21.426,21.612,21.295,22.463,21.426,22.264,22.719,21.358,21.948,21.242,20.199,20.838,20.59,19.655,20.539,19.317,20.116,18.441,16.644,18.046,15.601,15.756,13.229,13.126,14.661,14.116,16.324,16.39,18.046,21.039,21.719,22.463,23.126,23.72,23.379,24.102,24.722,23.827,23.343,22.559,20.614,21.651,20.731,21.237,20.931,20.558,20.596,20.457,20.838,22.025,21.41,21.285,22.144,21.451,22.144,21.285,20.838,19.91,13.145,12.922,12.767,12.81,12.068,12.276,12.154,12.197,12.15,12.425,12.437,12.245,12.413,12.566,12.925,12.922,12.83,12.873,13.277,13.178,13.332,13.264,13.307,13.427,13.458,13.391,13.357,13.154,12.823,13.145,11.205,10.957,10.623,10.596,10.289,10.165,10.378,10.324,10.327,10.219,10.361,10.294,10.323,10.314,10.684,10.715,10.613,10.702,10.731,10.738,10.842,10.811,10.691,10.905,10.942,11.31,11.309,11.154,10.964,11.205,11.953,11.616,11.377,11.158,10.85,10.733,10.895,10.791,10.705,10.601,10.65,10.75,10.795,10.845,11.358,11.457,11.38,11.695,11.767,11.845,12.079,12.099,12.133,12.202,12.198,12.206,12.107,12.019,11.713,11.953,0
295,-0.85306,3.2967,1.6997,4.71,4.71,7.8393,9.1469,9.0592,10.011,9.1469,8.2851,10.286,10.731,11.295,10.79,12.802,13.493,14.004,13.126,14.71,15.275,16.049,16.137,17.014,18.023,18.046,19.489,18.641,18.431,17.263,20.219,21.527,21.426,21.612,21.295,22.463,21.426,22.264,22.719,21.358,21.948,21.242,20.199,20.838,20.59,19.655,20.539,19.317,20.116,18.441,16.644,18.046,15.601,15.756,13.229,13.126,14.661,14.116,16.324,16.39,18.046,21.039,21.719,22.463,23.126,23.72,23.379,24.102,24.722,23.827,23.343,22.559,20.614,21.651,20.731,21.237,20.931,20.558,20.596,20.457,20.838,22.025,21.41,21.285,22.144,21.451,22.144,21.285,20.838,19.91,13.145,12.922,12.767,12.81,12.068,12.276,12.154,12.197,12.15,12.425,12.437,12.245,12.413,12.566,12.925,12.922,12.83,12.873,13.277,13.178,13.332,13.264,13.307,13.427,13.458,13.391,13.357,13.154,12.823,13.145,11.205,10.957,10.623,10.596,10.289,10.165,10.378,10.324,10.327,10.219,10.361,10.294,10.323,10.314,10.684,10.715,10.613,10.702,10.731,10.738,10.842,10.811,10.691,10.905,10.942,11.31,11.309,11.154,10.964,11.205,11.953,11.616,11.377,11.158,10.85,10.733,10.895,10.791,10.705,10.601,10.65,10.75,10.795,10.845,11.358,11.457,11.38,11.695,11.767,11.845,12.079,12.099,12.133,12.202,12.198,12.206,12.107,12.019,11.713,11.953,0
296,1.1726,-0.86857,2.1417,3.2812,6.2915,6.7657,5.152,9.1314,8.2696,9.3845,8.2696,8.1623,10.271,11.636,11.436,13.111,14.183,14.101,14.183,14.446,14.446,15.586,16.291,17.457,17.366,18.426,19.302,18.537,18.741,18.03,20.648,21.134,21.937,21.552,21.803,22.249,22.041,22.08,22.312,21.596,22.009,21.024,20.128,20.376,20.863,20.667,20.745,19.93,19.6,17.457,16.291,18.259,15.195,14.446,13.214,12.312,14.694,14.522,16.016,16.308,18.27,20.775,21.708,22.824,23.079,24.042,23.655,24.29,24.754,23.584,23.139,22.312,20.978,21.134,20.978,20.574,20.467,20.499,20.163,21.343,21.28,21.591,21.426,21.751,21.708,21.269,22.528,21.547,20.574,19.894,14.24,13.899,14.022,13.625,13.748,13.663,13.727,13.387,13.541,13.496,13.786,13.698,13.876,13.706,14.311,14.331,14.17,14.257,14.415,14.435,14.416,14.509,14.46,14.63,14.665,14.566,14.414,14.121,13.938,14.24,12.619,12.319,12.141,11.994,11.785,11.724,11.735,11.736,11.718,11.587,11.677,11.701,11.647,11.725,12.05,12.105,12.087,12.114,12.162,12.087,12.033,12.143,12.186,12.356,12.272,12.463,12.581,12.405,12.336,12.619,13.298,13.09,12.756,12.547,12.349,12.193,12.247,12.151,12.056,12.014,11.999,12.084,12.077,12.148,12.648,12.773,12.871,13.015,13.148,13.266,13.32,13.365,13.468,13.418,13.54,13.46,13.291,13.1,13.002,13.298,0
297,0.85544,2.964,4.8348,3.8657,5.9743,7.9524,6.4485,5.9743,7.9524,7.3876,8.9846,8.3567,9.4588,10.855,9.4588,11.995,13.438,13.92,13.438,13.973,14.496,15.479,15.498,16.983,17.447,18.753,19.345,18.753,18.993,17.713,20.13,20.263,22.131,20.79,21.67,21.825,21.01,22.454,22.443,21.119,21.811,21.195,20.598,20.207,20.257,19.092,20.428,19.001,18.219,18.108,18.646,17.507,16.057,15.005,14.103,13.468,13.784,15.479,12.964,13.192,17.856,19.954,21.898,22.443,22.984,23.462,23.189,23.609,24.245,23.77,23.037,22.293,21.026,21.093,20.909,20.263,20.734,20.861,20.349,20.517,20.79,21.195,21.391,21.519,21.665,21.235,21.763,21.154,20.428,19.692,14.405,15.141,14.379,14.849,14.014,14.249,14.127,14.068,14.129,14.167,14.117,13.999,14.23,14.295,14.527,14.858,14.501,14.566,14.631,14.751,14.712,14.778,14.755,14.78,14.78,14.83,14.583,14.316,14.121,14.405,13.382,13.113,12.879,12.608,12.514,12.439,12.37,12.351,12.334,12.382,12.368,12.387,12.441,12.379,12.769,12.857,12.8,12.841,12.792,12.928,13.004,12.921,12.848,12.9,13.138,13.143,13.324,13.245,13.171,13.382,14.075,13.777,13.489,13.276,13.071,12.911,13.002,12.911,12.818,12.773,12.818,12.824,12.963,12.926,13.412,13.554,13.663,13.781,13.873,14.034,14.211,14.204,14.196,14.323,14.387,14.372,14.181,14,13.823,14.075,0
298,0.85544,2.964,4.8348,3.8657,5.9743,7.9524,6.4485,5.9743,7.9524,7.3876,8.9846,8.3567,9.4588,10.855,9.4588,11.995,13.438,13.92,13.438,13.973,14.496,15.479,15.498,16.983,17.447,18.753,19.345,18.753,18.993,17.713,20.13,20.263,22.131,20.79,21.67,21.825,21.01,22.454,22.443,21.119,21.811,21.195,20.598,20.207,20.257,19.092,20.428,19.001,18.219,18.108,18.646,17.507,16.057,15.005,14.103,13.468,13.784,15.479,12.964,13.192,17.856,19.954,21.898,22.443,22.984,23.462,23.189,23.609,24.245,23.77,23.037,22.293,21.026,21.093,20.909,20.263,20.734,20.861,20.349,20.517,20.79,21.195,21.391,21.519,21.665,21.235,21.763,21.154,20.428,19.692,14.405,15.141,14.379,14.849,14.014,14.249,14.127,14.068,14.129,14.167,14.117,13.999,14.23,14.295,14.527,14.858,14.501,14.566,14.631,14.751,14.712,14.778,14.755,14.78,14.78,14.83,14.583,14.316,14.121,14.405,13.382,13.113,12.879,12.608,12.514,12.439,12.37,12.351,12.334,12.382,12.368,12.387,12.441,12.379,12.769,12.857,12.8,12.841,12.792,12.928,13.004,12.921,12.848,12.9,13.138,13.143,13.324,13.245,13.171,13.382,14.075,13.777,13.489,13.276,13.071,12.911,13.002,12.911,12.818,12.773,12.818,12.824,12.963,12.926,13.412,13.554,13.663,13.781,13.873,14.034,14.211,14.204,14.196,14.323,14.387,14.372,14.181,14,13.823,14.075,0
